,Word,Pinyin,Level,First Translation,Other Translations,Duplicate Pinyin
309,矮,ǎi,3,low,short (in length),Duplicate Pinyin
310,瘦,shòu,3,thin,"to lose weight, (of clothing) tight, (of meat) lean, (of land) unproductive",
311,千,qiān,3,see 鞦韆|秋千[qiu1 qian1],,Duplicate Pinyin
312,萬,wàn,3,ten thousand,"a great number, surname Wan",
313,辦公室,bàngōngshì,3,office,"business premises, bureau, CL:間|间[jian1]",
314,工廠,gōngchǎng,3,factory,"CL:家[jia1],座[zuo4]",
315,工人,gōngrén,3,worker,"CL:個|个[ge4],名[ming2]",
316,護士,hùshì,3,nurse,CL:個|个[ge4],
317,司機,sījī,3,chauffeur,"driver, CL:個|个[ge4]",
318,老闆,lǎobǎn,3,Robam (brand),"boss, business proprietor, CL:個|个[ge4]",
319,同事,tóngshì,3,colleague,"co-worker, CL:個|个[ge4],位[wei4]",
320,上班,shàngbān,3,to go to work,"to be on duty, to start work, to go to the office",
321,小學,xiǎoxué,3,elementary school,"primary school, CL:個|个[ge4]",
322,上學,shàngxué,3,to go to school,to attend school,
323,作業,zuòyè,3,school assignment,"homework, work, task, operation, to operate, CL:個|个[ge4]",
324,功課,gōngkè,3,homework,"assignment, task, classwork, lesson, study, CL:門|门[men2]",Duplicate Pinyin
325,請假,qǐngjià,3,to request leave of absence,,
326,教室,jiàoshì,3,classroom,CL:間|间[jian1],
327,洗手間,xǐshǒujiān,3,toilet,"lavatory, washroom",
328,語言,yǔyán,3,language,"CL:門|门[men2],種|种[zhong3]",
329,科學,kēxué,3,science,"scientific knowledge, scientific, rational, CL:門|门[men2],個|个[ge4],種|种[zhong3]",
330,華語,huáyǔ,3,Chinese language,,
331,黑板,hēibǎn,3,blackboard,"CL:塊|块[kuai4],個|个[ge4]",
332,課本,kèběn,3,textbook,CL:本[ben3],
333,句子,jùzi,3,sentence,CL:個|个[ge4],
334,注意,zhùyì,3,to take note of,to pay attention to,
335,讀書,dúshū,3,to read a book,"to study, to attend school",
336,回答,huídá,3,to reply,"to answer, the answer, CL:個|个[ge4]",
337,休息,xiūxí,3,rest,to rest,
338,決定,juédìng,3,to decide (to do something),"to resolve, decision, certainly, CL:個|个[ge4],項|项[xiang4]",
339,圖片,túpiàn,3,image,"picture, photograph, CL:張|张[zhang1]",
340,記得,jìde,3,to remember,,
341,房間,fángjiān,3,room,"CL:間|间[jian1],個|个[ge4]",
342,廚房,chúfáng,3,kitchen,CL:間|间[jian1],
343,窗,chuānghu,3,variant of 窗[chuang1],,
344,樓,lóu,3,house with more than 1 story,"storied building, floor, surname Lou, CL:層|层[ceng2],座[zuo4],棟|栋[dong4]",Duplicate Pinyin
345,樓上,lóushàng,3,upstairs,,
346,樓下,lóuxià,3,downstairs,,
347,電梯,diàntī,3,elevator,"escalator, CL:臺|台[tai2],部[bu4]",
348,家具,jiājù,3,furniture,"CL:件[jian4],套[tao4]",
349,椅子,yǐzi,3,chair,"CL:把[ba3],套[tao4]",
350,桌,zhuō,3,old variant of 桌[zhuo1],,Duplicate Pinyin
351,沙發,shāfā,3,sofa (loanword),"(Internet slang) the first reply or replier to a forum post, CL:條|条[tiao2],張|张[zhang1]",
352,冷氣,lěngqì,3,air conditioning (Tw),,
353,安靜,ānjìng,3,quiet,"peaceful, calm",
354,不錯,bùcuò,3,correct,"right, not bad, pretty good",
355,海邊,hǎibiān,3,coast,"seaside, seashore, beach",
356,湖,hú,3,lake,"CL:個|个[ge4],片[pian4]",Duplicate Pinyin
357,馬,mǎ,3,horse,"horse or cavalry piece in Chinese chess, knight in Western chess, surname Ma, abbr. for Malaysia 馬來西亞|马来西亚[Ma3 lai2 xi1 ya4], CL:匹[pi3]",
358,鳥,niǎo,3,penis,"bird, (dialect) to pay attention to, (intensifier) damned, goddam, variant of 屌[diao3], CL:隻|只[zhi1],群[qun2]",
359,貓,māo,3,cat,"(dialect) to hide oneself, (coll.) modem, CL:隻|只[zhi1]",
360,雞,jī,3,fowl,"chicken, (slang) prostitute, CL:隻|只[zhi1]",
361,太陽,tàiyáng,3,sun,"CL:個|个[ge4], abbr. for 太陽穴|太阳穴[tai4 yang2 xue2]",
362,下雨,xiàyǔ,3,to rain,,
363,下雪,xiàxuě,3,to snow,,
364,新年,xīnnián,3,New Year,CL:個|个[ge4],
365,游泳,yóuyǒng,3,swimming,to swim,
366,踢,tī,3,to kick,"to play (e.g. soccer), (slang) butch (in a lesbian relationship)",
367,足球,zúqiú,3,soccer ball,"a football, soccer, football, CL:個|个[ge4]",
368,籃球,lánqiú,3,basketball,"CL:個|个[ge4],隻|只[zhi1]",
369,網球,wǎngqiú,3,tennis,"tennis ball, CL:個|个[ge4]",
370,棒球,bàngqiú,3,baseball,"CL:個|个[ge4],隻|只[zhi1]",
371,比賽,bǐsài,3,competition (sports etc),"match, to compete, CL:場|场[chang3],次[ci4]",
372,騎,qí,3,(Taiwan) saddle horse,"mounted soldier, to ride (an animal or bike), to sit astride, classifier for saddle-horses",Duplicate Pinyin
373,腳踏車,jiǎotàchē,3,bicycle,"bike (Tw), CL:輛|辆[liang4]",
374,跑步,pǎobù,3,to run,"to jog, (military) to march at the double",
375,電影院,diànyǐngyuàn,3,cinema,"movie theater, CL:家[jia1],座[zuo4]",
376,表演,biǎoyǎn,3,play,"show, performance, exhibition, to perform, to act, to demonstrate, CL:場|场[chang3]",
377,上網,shàngwǎng,3,to go online,"to connect to the Internet, (of a document etc) to be uploaded to the Internet, (tennis, volleyball etc) to move in close to the net",
378,輸,shū,3,to lose,"to transport, to donate, to enter (a password)",Duplicate Pinyin
379,贏,yíng,3,to beat,"to win, to profit",
380,有時候,yǒushíhou,3,sometimes,,
381,久,jiǔ,3,(long) time,(long) duration of time,Duplicate Pinyin
382,報紙,bàozhǐ,3,newspaper,"newsprint, CL:份[fen4],期[qi1],張|张[zhang1]",
383,不客氣,bùkèqì,3,you're welcome,"don't mention it, impolite, rude, blunt",
384,禮物,lǐwù,3,gift,"present, CL:件[jian4],個|个[ge4],份[fen4]",
385,歡迎,huānyíng,3,to welcome,welcome,
386,晚會,wǎnhuì,3,evening party,CL:個|个[ge4],
387,信封,xìnfēng,3,envelope,CL:個|个[ge4],
388,寄,jì,3,to send,"to mail, to entrust, to depend on, to attach oneself to, to live (in a house), to lodge, foster (son etc)",Duplicate Pinyin
389,接,jiē,3,to receive,"to answer (the phone), to meet or welcome sb, to connect, to catch, to join, to extend, to take one's turn on duty, to take over for sb",Duplicate Pinyin
390,郵局,yóujú,3,post office,"CL:家[jia1],個|个[ge4]",
391,銀行,yínháng,3,bank,"CL:家[jia1],個|个[ge4]",
392,警察,jǐngchá,3,police,"police officer, CL:個|个[ge4]",
393,壞,huài,3,bad,"spoiled, broken, to break down, (suffix) to the utmost",
394,幫忙,bāngmáng,3,to help,"to lend a hand, to do a favor, to do a good turn",
395,計程車,jìchéngchē,3,taxi,cab (Tw),
396,車站,chēzhàn,3,rail station,"bus stop, CL:處|处[chu4],個|个[ge4]",
397,火車,huǒchē,3,train,"CL:列[lie4],節|节[jie2],班[ban1],趟[tang4]",
398,飛機,fēijī,3,airplane,CL:架[jia4],
399,飛機場,fēijīchǎng,3,airport,"(slang) flat chest, CL:處|处[chu4]",
400,馬路,mǎlù,3,street,"road, CL:條|条[tiao2]",
401,十字路口,shízìlùkǒu,3,crossroads,intersection,
402,對面,duìmiàn,3,(sitting) opposite,"across (the street), directly in front, to be face to face",
403,裡面,lǐmiàn,3,inside,"interior, also pr. [li3 mian5]",Duplicate Pinyin
404,旅行,lǚxíng,3,to travel,"journey, trip, CL:趟[tang4],次[ci4],個|个[ge4]",Duplicate Pinyin
405,飯店,fàndiàn,3,restaurant,"hotel, CL:家[jia1],個|个[ge4]",
406,旅館,lǚguǎn,3,hotel,CL:家[jia1],
407,參觀,cānguān,3,to look around,"to tour, to visit",
408,地圖,dìtú,3,map,"CL:張|张[zhang1],本[ben3]",
409,照相機,zhàoxiàngjī,3,camera,"CL:個|个[ge4],架[jia4],部[bu4],台[tai2],隻|只[zhi1]",
410,照相,zhàoxiàng,3,to take a photograph,,
411,風景,fēngjǐng,3,scenery,"landscape, CL:個|个[ge4]",
412,頭,tóu,3,head,"hair style, the top, end, beginning or end, a stub, remnant, chief, boss, side, aspect, first, leading, classifier for pigs or livestock, suffix for nouns, CL:個|个[ge4]",Duplicate Pinyin
413,頭髮,tóufǎ,3,hair (on the head),,
414,耳朵,ěrduo,3,ear,"handle (on a cup), CL:隻|只[zhi1],個|个[ge4],對|对[dui4]",
415,手指,shǒuzhǐ,3,finger,"CL:個|个[ge4],隻|只[zhi1]",
416,肚子,dùzi,3,belly,"abdomen, stomach, CL:個|个[ge4]",
417,健康,jiànkāng,3,health,healthy,
418,感冒,gǎnmào,3,to catch cold,"(common) cold, (coll.) to be interested in (often used in the negative), (Tw) to detest, can't stand, CL:場|场[chang2],次[ci4]",
419,生病,shēngbìng,3,to fall ill,,
420,受傷,shòushāng,3,to sustain injuries,"wounded (in an accident etc), harmed",
421,餓,è,3,to be hungry,"hungry, to starve (sb)",
422,渴,kě,3,thirsty,,
423,舒服,shūfu,3,comfortable,feeling well,
424,眼鏡,yǎnjìng,3,spectacles,"eyeglasses, CL:副[fu4]",
425,痛,tòng,3,ache,"pain, sorrow, deeply, thoroughly",
426,希望,xīwàng,3,to wish for,"to desire, hope, CL:個|个[ge4]",
427,商店,shāngdiàn,3,store,"shop, CL:家[jia1],個|个[ge4]",
428,重要,zhòngyào,3,important,"significant, major",
429,公斤,gōngjīn,3,kilogram (kg),,
430,顏色,yánsè,3,color,"countenance, appearance, facial expression, pigment, dyestuff",
431,黃色,huángsè,3,yellow (color),pornographic,
432,白色,báisè,3,white,"fig. reactionary, anti-communist",
433,襪子,wàzi,3,socks,"stockings, CL:隻|只[zhi1],對|对[dui4],雙|双[shuang1]",
434,裙子,qúnzi,3,skirt,CL:條|条[tiao2],
435,短,duǎn,3,short,"brief, to lack, weak point, fault",
436,小心,xiǎoxīn,3,to be careful,to take care,
437,牛奶,niúnǎi,3,cow's milk,"CL:瓶[ping2],杯[bei1]",
438,蛋,dàn,3,egg,"oval-shaped thing, variant of 蜑[Dan4], CL:個|个[ge4],打[da2]",Duplicate Pinyin
439,餃子,jiǎozi,3,dumpling,"pot-sticker, CL:個|个[ge4],隻|只[zhi1]",
440,麵,miàn,3,flour,"noodles, (of food) soft (not crunchy), (slang) (of a person) ineffectual, spineless",
441,湯,tāng,3,rushing current,"soup, hot or boiling water, decoction of medicinal herbs, water in which sth has been boiled, surname Tang",
442,包子,bāozi,3,steamed stuffed bun,CL:個|个[ge4],
443,蛋糕,dàngāo,3,cake,"CL:塊|块[kuai4],個|个[ge4]",
444,麵包,miànbāo,3,bread,"CL:片[pian4],袋[dai4],塊|块[kuai4]",
445,水果,shuǐguǒ,3,fruit,CL:個|个[ge4],
446,香蕉,xiāngjiāo,3,banana,"CL:枝[zhi1],根[gen1],個|个[ge4],把[ba3]",
447,食物,shíwù,3,food,CL:種|种[zhong3],
448,飲料,yǐnliào,3,drink,beverage,
449,果汁,guǒzhī,3,fruit juice,,
450,杯子,bēizi,3,cup,"glass, CL:個|个[ge4],隻|只[zhi1]",
451,甜,tián,3,sweet,,Duplicate Pinyin
452,菜單,càidān,3,menu,"CL:份[fen4],張|张[zhang1]",
453,巧克力,qiǎokèlì,3,chocolate (loanword),CL:塊|块[kuai4],
454,碗,wǎn,3,bowl,"cup, variant of 碗[wan3], CL:隻|只[zhi1],個|个[ge4]",Duplicate Pinyin
455,盤子,pánzi,3,tray,"plate, dish, CL:個|个[ge4]",
456,一半,yībàn,3,half,,
457,一定,yīdìng,3,surely,"certainly, necessarily, fixed, a certain (extent etc), given, particular, must",
458,出生,chūshēng,4,to be born,,
459,不同,bùtóng,4,different,"distinct, not the same, not alike",
460,地址,dìzhǐ,4,address,CL:個|个[ge4],
461,傳真,chuánzhēn,4,fax,facsimile,
462,留言,liú​yán,4,to leave a message,"to leave one's comments, message",
463,日期,rìqí,4,date,CL:個|个[ge4],
464,時間,shíjiān,4,time,"period, CL:段[duan4]",
465,鐘頭,zhōngtóu,4,hour,CL:個|个[ge4],
466,夜,yè,4,night,variant of 夜[ye4],Duplicate Pinyin
467,禮拜,lǐbài,4,week,"religious service, worship, CL:個|个[ge4]",
468,禮拜天,lǐbàitiān,4,Sunday,,
469,前天,qiántiān,4,the day before yesterday,,
470,後天,hòutiān,4,the day after tomorrow,"acquired (not innate), a posteriori",
471,從前,cóngqián,4,previously,"formerly, once upon a time",
472,一會兒,yīhuǐér,4,a moment,"a while, in a moment, now...now..., also pr. [yi1 hui3 r5]",
473,不久,bùjiǔ,4,not long (after),"before too long, soon, soon after",
474,剛剛,gānggāng,4,just recently,just a moment ago,
475,剛才,gāngcái,4,just now,a moment ago,
476,當然,dāngrán,4,only natural,"as it should be, certainly, of course, without doubt",
477,自己,zìjǐ,4,oneself,one's own,
478,別人,biérén,4,other people,"others, other person",
479,年紀,niánjì,4,age,"CL:把[ba3],個|个[ge4]",
480,男人,nánrén,4,a man,"a male, men, CL:個|个[ge4]",
481,女人,nǚrén,4,woman,wife,
482,大人,dàrén,4,adult,"grownup, title of respect toward superiors",
483,老人,lǎorén,4,old man or woman,"the elderly, one's aged parents or grandparents",
484,習慣,xíguàn,4,habit,"custom, usual practice, to be used to, CL:個|个[ge4]",
485,家庭,jiātíng,4,family,"household, CL:戶|户[hu4],個|个[ge4]",
486,父親,fùqīn,4,father,"also pr. [fu4 qin5], CL:個|个[ge4]",
487,母親,mǔqīn,4,mother,"also pr. [mu3 qin5], CL:個|个[ge4]",
488,父母,fùmǔ,4,father and mother,parents,
489,爺爺,yéye,4,(coll.) father's father,"paternal grandfather, CL:個|个[ge4]",
490,奶奶,nǎinai,4,(informal) grandma (paternal grandmother),"(respectful) mistress of the house, (coll.) boobies, breasts, CL:位[wei4]",
491,關係,guānxì,4,relation,"relationship, to concern, to affect, to have to do with, guanxi, CL:個|个[ge4]",
492,教堂,jiàotáng,4,church,"chapel, CL:間|间[jian1]",
493,最,zuì,4,most,"the most, -est (superlative suffix), old variant of 聚[ju4], old variant of 最[zui4]",Duplicate Pinyin
494,更,gèng,4,to change or replace,"to experience, one of the five two-hour periods into which the night was formerly divided, watch (e.g. of a sentry or guard), more, even more, further, still, still more",
495,愉快,yúkuài,4,cheerful,"cheerily, delightful, pleasant, pleasantly, pleasing, happy, delighted",
496,開心,kāixīn,4,to feel happy,"to rejoice, to have a great time, to make fun of sb",
497,著急,zhāojí,4,to worry,"to feel anxious, Taiwan pr. [zhao1 ji2]",
498,擔心,dānxīn,4,anxious,"worried, uneasy, to worry, to be anxious",
499,生氣,shēngqì,4,to get angry,"to take offense, angry, vitality, liveliness",
500,怕,pà,4,to be afraid,"to fear, to dread, to be unable to endure, perhaps, surname Pa",
501,哭,kū,4,to cry,to weep,
502,難過,nánguò,4,to feel sad,"to feel unwell, (of life) to be difficult",
503,傷心,shāngxīn,4,to grieve,"to be broken-hearted, to feel deeply hurt",
504,美麗,měilì,4,beautiful,,
505,聰明,cōngmíng,4,intelligent,"clever, bright, smart, acute (of sight and hearing)",
506,認真,rènzhēn,4,conscientious,"earnest, serious, to take seriously, to take to heart",
507,勇敢,yǒnggǎn,4,brave,courageous,
508,禮貌,lǐmào,4,courtesy,manners,
509,害羞,hàixiū,4,shy,"embarrassed, bashful",
510,應該,yīnggāi,4,ought to,"should, must",
511,相信,xiāngxìn,4,to be convinced (that sth is true),"to believe, to accept sth as true",
512,經驗,jīngyàn,4,experience,to experience,
513,關心,guānxīn,4,to be concerned about,to care about,
514,辛苦,xīnkǔ,4,exhausting,"hard, tough, arduous, to work hard, to go to a lot of trouble, hardship(s)",
515,願意,yuànyì,4,to wish,"to want, ready, willing (to do sth)",
516,心情,xīnqíng,4,mood,"frame of mind, CL:個|个[ge4]",
517,幸福,xìngfú,4,happiness,"happy, blessed",
518,可憐,kělián,4,pitiful,"pathetic, to have pity on",
519,差,chà,4,difference,"discrepancy, to differ, error, to err, to make a mistake, to differ from, to fall short of, lacking, wrong, inferior, Taiwan pr. [cha1], to send, to commission, messenger, mission",
520,職業,zhíyè,4,occupation,"profession, vocation, professional",
521,教師,jiàoshī,4,teacher,CL:個|个[ge4],
522,經理,jīnglǐ,4,manager,"director, CL:個|个[ge4],位[wei4],名[ming2]",
523,記者,jìzhě,4,reporter,"journalist, CL:個|个[ge4]",
524,服務員,fú​wù​yuán,4,waiter,"waitress, attendant, customer service personnel, CL:個|个[ge4],位[wei4]",
525,顧客,gùkè,4,client,"customer, CL:位[wei4]",
526,教書,jiāoshū,4,to teach (in a school),,
527,開會,kāihuì,4,to hold a meeting,to attend a meeting,
528,下班,xiàbān,4,to finish work,to get off work,
529,危險,wéixiǎn,4,danger,dangerous,
530,安全,ānquán,4,safe,"secure, safety, security",
531,成功,chénggōng,4,success,"to succeed, CL:次[ci4],個|个[ge4], Chenggong or Chengkung town in Taitung County 臺東縣|台东县[Tai2 dong1 Xian4], southeast Taiwan",
